start,end,survey_type,survey_id,survey_date,survey_time,survey_version,interviewer,country,community,sex,consent_note,consent_001,gear,gear/hand_line,gear/spear,gear/traps,gear/gill_net,gear/mobile_net,gear/stationary_line,gear/other_gear,gear_other,boat_status,boat_6,boat_length_m,boat_material,boat_motorized,boat_power,Comments,tech,tech/smartphone,tech/maps,tech/socialmedia,tech/other_tech,tech/no_tech,tech_other,fish_tech,fish_tech/smartphone,fish_tech/maps,fish_tech/socialmedia,fish_tech/other_tech,fish_tech/no_tech,fish_tech/vhf,fish_tech/fishfinder,fish_tech/survcam,fish_tech/catchapp,fish_tech/vesseltrack,fish_tech/other_fish_tech,fish_tech/no_fish_tech,fish_tech/gps,fish_tech_other,tracking_tech,positive_tracking_tech_one,positive_tracking_tech_two,negative_tracking_tech_one,negative_tracking_tech_two,choice,choice_001,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16,package_nopackage,wtp_1,wtp_2,wtp_3,wtp_4,wtr_1,wtr_2,wtr_3,wtr_4,tracking_negative,tracking_positive,vms_design,vms_design/vms_design_a,vms_design/vms_design_b,vms_design/vms_design_c,vms_design/vms_design_d,vms_design/vms_design_e,vms_design/vms_design_f,vms_design/vms_design_g,vms_design/vms_design_h,vms_design/vms_design_i,vms_adoption_text,target_species,target_species_one,target_species_two,target_species_three,fraction_of_catch,fraction_personal,fraction_neighbor,fraction_local_trade,fraction_export,other_fraction,fraction_other,fishing_organization,fishing_org_type,fishing_org_type_other,fishing_org_role,fishing_org_role_other,fishing_org_members,access_target_species,access_target_species_other,restriction,restriction/restriction_gear,restriction/restriction_size,restriction/restriction_season,restriction/restriction_spacial,restriction/restriction_quota,restriction/other_restriction,restriction/restriction_none,restriction_other,enforcement,enforcement/enforcement_community_members,enforcement/enforcement_village_leader,enforcement/enforcement_village_gov,enforcement/enforcement_provincial_gov,enforcement/enforcement_national_gov,enforcement/enforcement_none,enforcement/other_enforcement,enforcement_other,enforcement_interval,enforcement_interval_other,punishment_severity,mpa,fishery_problem,fishery_problem_one,fishery_problem_two,fishery_problem_three,fishery_solution,fishery_solution_one,fishery_solution_two,fishery_solution_three,problem_ranking,rank_one,rank_two,rank_three,rank_four,catch_trends,agree_disagree,opinion_a,opinion_b,opinion_c,opinion_d,opinion_e,opinion_f,opinion_g,opinion_h,opinion_i,level_trust_001,trust_a,trust_b,trust_c,trust_d,trust_e,trust_f,trust_g,trust_h,trust_i,trust_j,trust_k,trust_l,level_satisfaction_001,satisfaction_a,satisfaction_b,satisfaction_c,age,years_fishing,education,education_other,income,income_percent_fishing,income_percent_expenses,photo,last_commends,__version__,_version_,_version__001,_version__002,Survey_ID,Date_of_Survey,Time_of_Survey,first_last_name,intro_consent,text_dq6ak14,give_concent,fishing_gear,fishing_gear/hand_line,fishing_gear/spear,fishing_gear/traps,fishing_gear/gill_net,fishing_gear/mobile_net,fishing_gear/stationary_line,fishing_gear/other,boat,other_4,boat_001,boat_length,tech_use,tech_use/smartphone,tech_use/maps,tech_use/socialmedia,tech_use/other,tech_use/none,Please_specify_other_001,Please_specify_other_002,other_07,fish_tech_use,fish_tech_use/vhf,fish_tech_use/fishfinder,fish_tech_use/survcam,fish_tech_use/catchapp,fish_tech_use/vesseltrack,fish_tech_use/other,fish_tech_use/none,other_8,other_08,positive_one,positive_two,negative_one,negative_two,choice_12,ce_note,_1st_choice,_1st_choice/item_to_be_ran,_1st_choice/item_to_be_ran_1,_1st_choice/onboard_electr,_1st_choice/text_messaging,_1st_choice/detailed_track,_1st_choice/opportunities_,_1st_choice/reduce_illegal,_1st_choice/increase_in_th,_1st_choice/full_data_repo,_1st_choice/a,_1st_choice/b,_1st_choice/c,_1st_choice/d,_1st_choice/e,_1st_choice/f,_1st_choice/g,_1st_choice/h,_1st_choice/i,tracking_adoption,target_species_20,threetarget,targetone,targettwo,targetthree,personal,neighborhood,Other,local_trade,_Please_Specify_Other,Export,other,other_21,Please_specify_other,_22m,_23m,Please_specify_other_004,other_23,_24g,other_24,Please_specify_other_005,_25g,_26g,_Please_specify_Other_001,a_Gear_Restrictions,other_26,b_Size_Restrictions,_27g,_27g/a_Gear_Restrictions,_27g/b_Size_Restrictions,_27g/c_Seasonal_Restrictions,_27g/d_Spatial_Restrictions,_27g/e_Quotas,_27g/e_Other,_27g/other,_27g/none,Please_specify_Other,c_Seasonal_Restrictions,other_27,d_Spatial_Restrictions,_28g,_28g/community_memb,_28g/village_custom,_28g/village_govern,_28g/provincial_gov,_28g/national_gover,_28g/no_enforcement,_28g/other,e_Quotas,other_28,e_Other,_29g,other_29,_30g,_31g,fishery_problem_32,_32,Please_specify_other_003,problem_one,problem_two,problem_three,fishery_solution_33,_33,solution_one,solution_two,solution_three,problem_ranking_34,_34p_001,_1st_choice_001,_2nd_choice,_3rd_choice,_4th_choice,catch_trends_35,_35p,_36p,Formal_stock_assessm_bly_manage_fisheries,I_have_many_options_o_longer_be_a_fisher,In_general_the_fish_egion_are_doing_well,I_am_worried_about_t_ur_fishery_resources,Outside_small_scale_g_grounds_concession,Outside_industrial_f_g_grounds_concession,Everyone_in_the_fish_are_no_secret_spots,In_general_my_fishi_ere_risks_to_my_life,I_feel_I_have_a_voic_hing_area_is_managed,level_trust_37,_37_Please_indicate_the_following_groups_header,Other_members_in_my_fishing_community,Other_fishing_communities_in_the_region,Fishing_association_leaders,Fisheries_officers,Police_or_security_t_orce_poaching_events,Consultants_that_con_fishing_associations,Fishery_scientists,Local_conservation_groups,Non_Governmental_Organizations,National_Government,local_government,Private_Companies,level_satisfaction_38,_38,_38_Please_indicate_lowing_organizations_header,ngo,Non_Governmental_Organizations_001,Other_001,Private_Companies_001,Government_Organizations,other_38,_39d,_40d,_43d,_41d,_41d/no_formal,_41d/some_hs,_41d/hs,_41d/vocational,_41d/higher_ed,_41d/other,_44d,other_41,_Please_specify_other_002,_42d,_43,_43_What_percent_ou_e_comes_from_fishing,_44,_44_What_percent_ou_s_related_to_fishing,_version__003,Photo_of_the_Fishing_er_relevant_material,Any_additional_quest_comments_notes_etc,_version__004,_id,_uuid,_submission_time,_validation_status,_index,,,,,,
2019-06-27T16:08:51.218+09:00,2019-07-02T11:33:33.146+07:00,data,,,,6,,indonesia,Amdui (Kampung),male,,,,,,,,,,,,own,,,Kayu,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,package_chosen,yes,yes,no,,,,,,Translate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcYdaRZU59SXEEUC28jkGg,,,,210619FG_06,2019-06-21,13:15:00.000+09:00,"Frits, Geral",,,OK,hand_line,1,0,0,0,0,0,0,,,,4,smartphone,1,0,0,0,0,,,,none,0,0,0,0,0,0,1,,,,,,,,,a d e,,,,,,,,,,1,0,0,1,1,0,0,0,0,,,,Tenggiri,Goropa,Bobara,100,0,,0,,0,0,,,yes,customary_orga,,,apprentice,,,15,community_memb,,,,,none,0,0,0,0,0,,0,1,,,,,no_enforcement,0,0,0,0,0,1,0,,,,never,,none,yes,,,,Tidal Ada,,,,,,,,,,weather,trash_pollutin,iuu,corruption,,same,,agree,agree,agree,agree,neutral,disagree,disagree,disagree,agree,,,trust_entirely,trust_entirely,trust_entirely,trust_entirely,somewhat_distr,somewhat_distr,neutral,trust_entirely,trust_entirely,trust_entirely,trust_entirely,distrust_entir,,,,,extremely_sati,,unsatisfied,satisfied,n_a,50,15,,vocational,0,0,0,1,0,0,,,,,,,,,,,"Need Translation: 16, 32
Not answered: 17, 19, 33, 42, 43, 44
Notes:
6 - Boat length 3.5, entered as 4
34 - Not ranked properly
Transcribed by BR 29-06-2019 1800",,31145568,3317c1e0-e61b-4962-a664-c37816e5fac3,2019-06-27T07:29:00,validation_status_approved,1,,,,,,
2019-06-29T16:03:46.546+09:00,2019-07-02T11:40:02.123+07:00,data,,,,7,,indonesia,Amdui (Kampung),male,,,,,,,,,,,,own,,,Kayu,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,package_chosen,yes,yes,no,,,,,,Need Translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcYdaRZU59SXEEUC28jkGg,,,,210619FG_07,2019-06-21,13:30:00.000+09:00,"Frits, Geral",,,OK,hand_line,1,0,0,0,0,0,0,,,,3,none,0,0,0,0,1,,,,none,0,0,0,0,0,0,1,,,,,,,,,d h i,,,,,,,,,,0,0,0,1,0,0,0,1,1,,,,Tengiri,Gorapa,Bobara,25,0,,75,,0,0,,,yes,customary_orga,,,apprentice,,,10,there_are_no_r,,,,,none,0,0,0,0,0,,0,1,,,,,village_custom,0,1,0,0,0,0,0,,,,few_year,,strong,yes,,,,Becum semua atukan di taati,,,,,Percu ketegasan,,,,,trash_pollutin,iuu,weather,corruption,,same,,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,,,trust_entirely,trust_entirely,trust_entirely,trust_entirely,somewhat_distr,somewhat_distr,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,neutral,,,,,satisfied,,unsatisfied,neutral,n_a,42,30,,hs,0,0,1,0,0,0,,,,,,,,,,,"Need Translation: 16, 32, 33
Problem: 34 (not ranked properly) 
Blank: 17, 19, 42, 43, 44
Notes: 
25 - Value given was 5-10, value entered was 10
Transcribed by BR 29-06-2019 1620",,31344659,a6371f62-f587-461a-bbee-d116f098aa9a,2019-06-29T10:15:14,validation_status_approved,2,,,,,,
2019-06-29T16:17:28.581+09:00,2019-07-02T11:32:12.633+07:00,data,,,,8,,indonesia,Amdui (Kampung),male,,,,,,,,,,,,rent,,,Need to Translate,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,package_chosen,yes,no,,,,,,,Translate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcYdaRZU59SXEEUC28jkGg,,,,210619FG_08,2019-06-21,13:48:00.000+09:00,"Frits, Geral",,,OK,hand_line,1,0,0,0,0,0,0,,,,2,smartphone,1,0,0,0,0,,,,none,0,0,0,0,0,0,1,,,,,,,,,c e h,,,,,,,,,,0,0,1,0,1,0,0,1,0,,,,Bobara,Kerapa,Gutila,50,0,,50,,0,0,,,yes,customary_orga,,,apprentice,,,5,there_are_no_r,,,,,none,0,0,0,0,0,,0,1,,,,,village_custom,0,1,0,0,0,0,0,,,,few_year,,moderate,yes,,,,Becum taat aturan,,,,,TRanslate,,,,,weather,trash_pollutin,iuu,corruption,,same,,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,,,trust_entirely,trust_entirely,trust_entirely,trust_entirely,somewhat_distr,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,,,,,satisfied,,unsatisfied,unsatisfied,n_a,37,16,,hs,0,0,1,0,0,0,,,,,,,,,,,"Need translation: 16, 32, 33
Problem: 34 (Not properly ranked)
No answer: 17, 19, 42, 43, 44
Transcribed by BR 29-06-2019 1630",,31344662,0c6f1f40-3c4d-4fb1-9986-976d97b54592,2019-06-29T10:15:35,validation_status_approved,3,,,,,,
2019-06-29T16:27:49.014+09:00,2019-07-02T11:22:39.658+07:00,data,,,,9,,indonesia,Amdui (Kampung),male,,,,,,,,,,,,own,,,Kayu,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,package_chosen,yes,yes,no,,,,,,Need to Translate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcYdaRZU59SXEEUC28jkGg,,,,210619GF_09,2019-06-21,14:01:00.000+07:00,"Frits, Geral",,,OK,hand_line,1,0,0,0,0,0,0,,,,4,smartphone,1,0,0,0,0,,,,none,0,0,0,0,0,0,1,,,,,,,,,b d e,,,,,,,,,,0,1,0,1,1,0,0,0,0,,,,Bobara,Goropa,Gutila,20,0,,80,,0,0,,,yes,customary_orga,,,apprentice,,,20,there_are_no_r,,,,,none,0,0,0,0,0,,0,1,,,,,village_custom,0,1,0,0,0,0,0,,,,few_year,,moderate,yes,,,,Pengacoasan,,,,,Translate,,,,,,,weather,,,same,,strongly_disag,strongly_disag,strongly_disag,strongly_disag,strongly_disag,strongly_disag,strongly_disag,strongly_agree,strongly_agree,,,somewhat_distr,trust_entirely,trust_entirely,trust_entirely,distrust_entir,trust_entirely,trust_entirely,trust_entirely,trust_entirely,neutral,trust_entirely,distrust_entir,,,,,satisfied,,unsatisfied,satisfied,n_a,40,15,,some_hs,0,1,0,0,0,0,,,,,,,,,,,"Need translation 6, 16, 20, 32, 33
Problem 34 (Not properly ranked) 
No answer: 17, 19, 42, 43, 44
Transcribed by BR 29-06-2019 1635",,31344667,518bfec5-3047-4a92-b2ed-1446045e6030,2019-06-29T10:15:54,validation_status_approved,4,,,,,,
2019-06-29T16:35:53.595+09:00,2019-07-02T11:31:11.322+07:00,data,,,,10,,indonesia,Amdui (Kampung),male,,,,,,,,,,,,own,,,Fiber,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,package_chosen,yes,no,,,,,,,Need Translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcYdaRZU59SXEEUC28jkGg,,,,210619FG_10,2019-06-21,12:18:00.000+07:00,"Frits, Geral",,,OK,hand_line,1,0,0,0,0,0,0,,,,8,none,0,0,0,0,1,,,,none,0,0,0,0,0,0,1,,,,,,,,,c g i,,,,,,,,,,0,0,1,0,0,0,1,0,1,,,,Tengiri,Kerapa,Ikan Karung,25,0,,75,,0,0,,,yes,customary_orga,,,apprentice,,,4,there_are_no_r,,,,,none,0,0,0,0,0,,0,1,,,,,village_custom,0,1,0,0,0,0,0,,,,few_year,,moderate,yes,,,,Translate,,,,,Translate,,,,,,,,trash_pollutin,,same,,agree,neutral,agree,agree,agree,strongly_disag,strongly_disag,disagree,agree,,,somewhat_distr,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,somewhat_distr,,,,,extremely_sati,,extremely_unsa,satisfied,n_a,52,30,,vocational,0,0,0,1,0,0,,,,,,,,,,,"Need translation 16, 20, 32, 33
Not answered: 17, 19, 42, 43, 44
Notes: 
25 - Indicated 3 - 4 members, entered as 4
34 - Not properly Ranked
Transcribed by BR 29-06-2019 1645",,31344726,a01cacb7-fe76-4024-8d4e-15e0ccfe16c4,2019-06-29T10:18:09,validation_status_approved,5,,,,,,
2019-06-29T19:18:00.639+09:00,2019-07-02T11:29:42.482+07:00,data,,,,3,,indonesia,Beo,male,,,,,,,,,,,,own,,,Kayu,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,no_package,,,,,no,yes,,,Knowing my location,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcYdaRZU59SXEEUC28jkGg,,,,190619BA_03,2019-06-19,13:13:00.000+09:00,"Baihaki, Aki",,,OK,hand_line,1,0,0,0,0,0,0,,,,7,smartphone socialmedia,1,0,1,0,0,,,,none,0,0,0,0,0,0,1,,,,,,,,,c d h,,,,,,,,,,0,0,1,1,0,0,0,1,0,Tahu lokasi dan diketahui masyarakat,,,Kerapu,Tenggiri,Bubara,10,0,,90,,0,0,,,yes,customary_orga,,,partner,,,10,community_memb_1,,,,,a_Gear_Restrictions d_Spatial_Restrictions,1,0,0,1,0,,0,0,,,,,community_memb village_custom village_govern provincial_gov,1,1,1,1,0,0,0,,,,other,Daily when loading fish catch at pool,strong,yes,,,,None,,,,,None,,,,,trash_pollutin,iuu,weather,corruption,,low_improve,,agree,agree,agree,agree,agree,strongly_disag,agree,agree,agree,,,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,neutral,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,somewhat_distr,,,,,satisfied,,satisfied,satisfied,n_a,19,1,,other,0,0,0,0,0,1,,,Junior high school equivalent,1000000,,100,,50,,,"Need translation
Not Answered: 
Notes: 
40 - Answered as ""1 bulan"" translation to one month
Form completed in google forms 
Transcribed by BR 20-06-2019 1925",,31347772,fba34fbc-4533-4708-8394-c267adab7a1d,2019-06-29T11:26:03,validation_status_approved,6,,,,,,
2019-06-29T20:25:55.481+09:00,2019-07-02T11:27:37.009+07:00,data,,,,14,,indonesia,Not Provided,male,,,,,,,,,,,,own,,,Fiberglass,yes,no,,,,,,,,,,,,,,,,,,,,,,,,VMS,,,,,2,,,,,,,,,,,,,,,,,,package_chosen,yes,yes,no,,,,,,memudahkan tempat mencari utk saya memudahkan orang lain saat saya dalam bahaya,1. bisa ketahuan salah 2. Kesalahan denda tak bisa tipu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcYdaRZU59SXEEUC28jkGg,,,,190619GW_14,2019-06-19,13:30:00.000+09:00,"Ghiffary, Wildan",,,OK,hand_line,1,0,0,0,0,0,0,,,,9,smartphone maps,1,1,0,0,0,,,,vhf fishfinder vesseltrack,1,1,0,0,1,0,0,,,tahu persis lokasi tahu jalan pulang,,ga ada ruginya,,,,g h i,,,,,,,,,,0,0,0,0,0,0,1,1,1,seketika ada musibah bisa langsung dibantu. ada bukti kalau ada apa,,,ikan merah,gropa,bobara,50,25,,25,,0,0,,,yes,customary_orga,,,partner,,,10,anyone_with_a_,,,,,b_Size_Restrictions d_Spatial_Restrictions e_Quotas,0,1,0,1,1,,0,0,,,,,community_memb village_custom village_govern,1,1,1,0,0,0,0,,,,other,tergantung bbm yg tersedia,weak,yes,,,,ga enak kalau tetangga atau keluarga yg melanggarq,,,,,pemahaman,baru sanksi,,,,weather,iuu,corruption,trash_pollutin,,high_dec,,agree,agree,agree,strongly_agree,strongly_disag,strongly_disag,strongly_disag,neutral,agree,,,trust_entirely,somewhat_trust,somewhat_trust,neutral,somewhat_trust,neutral,neutral,neutral,somewhat_trust,trust_entirely,somewhat_trust,neutral,,,,,satisfied,,neutral,satisfied,n_a,41,25,,hs,0,0,1,0,0,0,,,,1000000,,100,,80,,,"Need translation
Not answered: 2
Notes:
From Survey - tergantung kondisi yg ada terkait penghasilan, tidak bisa exact number.
Transcribed by BR 29-06-2019 1950",,31348636,c7e7656b-10a1-4daf-a4d7-7146b0c333b8,2019-06-29T11:47:53,validation_status_approved,7,,,,,,
2019-06-29T20:47:45.585+09:00,2019-07-02T11:23:44.700+07:00,data,,,,10,,indonesia,,male,,,,,,,,,,,,share_collective,,,Fiberglass,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,package_chosen,no,,,,,,,,,Bisa melacak keberadaan saya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcYdaRZU59SXEEUC28jkGg,,,,100619NV_10,2019-06-19,13:40:00.000+09:00,"Vrandi, Nursyam Dwi",,,OK,hand_line,1,0,0,0,0,0,0,,,,9,none,0,0,0,0,1,,,,none,0,0,0,0,0,0,1,,,,,,,,,c g h,,,,,,,,,,0,0,1,0,0,0,1,1,0,,,,Gutila,Bobara,Garopa,60,40,,0,,0,0,,,yes,customary_orga,,,director,,,7,community_memb,,,,,a_Gear_Restrictions c_Seasonal_Restrictions e_Quotas,1,0,1,0,1,,0,0,,,,,village_custom,0,1,0,0,0,0,0,,,,every_week,,strong,yes,,,,Nelayan luar yang masuk tanpa ijin,,,,,Pengawasan masyarakat,,,,,,,,trash_pollutin,,low_improve,,agree,strongly_agree,agree,strongly_agree,agree,neutral,neutral,strongly_agree,strongly_agree,,,somewhat_trust,somewhat_trust,trust_entirely,trust_entirely,trust_entirely,somewhat_trust,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,neutral,,,,,extremely_sati,,extremely_unsa,satisfied,n_a,68,55,,some_hs,0,1,0,0,0,0,,,,1500000,,30,,20,,,"Need Translation
Not Answered: 2(Community), 16, 19
Note:
34 (Not Ranked Correctly) 
Information transferred from GoogleForm
Transcribed by BR 29-06-2019 2000",,31349177,34d7b3f2-56e6-4329-88d4-f586818ee63f,2019-06-29T12:00:49,validation_status_approved,8,,,,,,
2019-06-29T21:00:41.052+09:00,2019-07-02T11:13:27.791+07:00,data,,,,5,,indonesia,Lopintol,male,,,,,,,,,,,,own,,,Fiberglass,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,package_chosen,yes,yes,no,,,,,,Mengetahui posisi kapal,Bisa terlacak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcYdaRZU59SXEEUC28jkGg,,,,190619GF_05,2019-06-19,13:45:00.000+09:00,"Frits, Gerald",,,OK,hand_line spear,1,1,0,0,0,0,0,,,,4,none,0,0,0,0,1,,,,none,0,0,0,0,0,0,1,,,,,,,,,c d e,,,,,,,,,,0,0,1,1,1,0,0,0,0,Komunikasi dengan orang lebih baik,,,Tenggiri,Bobara,Merah,0,0,,20,,0,0,,,yes,customary_orga,,,director,,,10,community_memb,,,,,a_Gear_Restrictions c_Seasonal_Restrictions,1,0,1,0,0,,0,0,,,,,community_memb village_custom village_govern,1,1,1,0,0,0,0,,,,every_week,,moderate,yes,,,,Tidak ada aturan,,,,,Menjaga laut di kampung sendiri,,,,,trash_pollutin,,,,,low_dec,,agree,agree,agree,agree,agree,disagree,strongly_agree,strongly_agree,agree,,,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,trust_entirely,neutral,,,,,extremely_sati,,unsatisfied,satisfied,n_a,56,15,,some_hs,0,1,0,0,0,0,,,,1000000,,100,,50,,,"Need Translation
Not Answered:
Note:
34 (incorrectly ranked) 
6a - Boat length rounded from to 4 from 4.2
21 - Market does not add up to 100%
42 - Monthly income answered as Rp. 100.000, entered as 1,000,000
Survey Note from Interviewee : Sangat baik untuk diri pribadi
Transcribed from Google Doc by BR 29-06-2019 2230",,31406818,c2d17fb9-2b60-4f6e-8c10-06febf960288,2019-06-30T07:13:46,validation_status_approved,9,,,,,,
2019-06-29T23:37:29.185+09:00,2019-07-02T11:08:45.512+07:00,data,,,,11,,indonesia,Yensner,male,,,,,,,,,,,,own,,,Fiberglass,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,package_chosen,yes,yes,no,,,,,,Keuntungan bila kena ada musibah atau sepakat dengan nelayan lain dengan kode yg sama untuk nelayan luar.. lalu bisa juga tau keberadaan kita di laut,Bisa buat lebih disiplin karena bila melewati kawasan tetangga bisa kena pelanggaran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcYdaRZU59SXEEUC28jkGg,,,,190619RF_11,2019-06-19,13:56:00.000+09:00,"Furqan, Rifki",,,OK,hand_line spear,1,1,0,0,0,0,0,,,,5,none,0,0,0,0,1,,,,none,0,0,0,0,0,0,1,,,,,,,,,c d e,,,,,,,,,,0,0,1,1,1,0,0,0,0,Karena kalo ada alat ini manfaat bisa mendeteksi ikan yg banyak dimana jadi tidak cari cari lagi sehingga lebuh hemat waktu untukbsampai ke lokasi,,,Bubara,Kakap,Kerapu,,,,,,,,Mayoritas untuk dijual untuk rumah sendiri duku baru ke tetangga.. mayiritas untuk jual,,yes,other,,Kepala Adat,director,,,6,community_memb,,,,,a_Gear_Restrictions b_Size_Restrictions d_Spatial_Restrictions,1,1,0,1,0,,0,0,,,,,village_custom village_govern,0,1,1,0,0,0,0,,,,other,Sementara ini masih blud dan ci dari adat belum,strong,yes,,,,Tangkapan menurun,,,,,Pengawasam ditingkatkan,,,,,,weather,trash_pollutin,,,low_dec,,strongly_agree,agree,strongly_agree,strongly_agree,strongly_disag,strongly_disag,strongly_disag,strongly_disag,strongly_agree,,,trust_entirely,somewhat_trust,somewhat_trust,trust_entirely,somewhat_trust,somewhat_trust,trust_entirely,trust_entirely,trust_entirely,somewhat_trust,somewhat_trust,somewhat_trust,,,,,extremely_sati,,n_a,satisfied,n_a,59,30,,other,0,0,0,0,0,1,,,Junior high school equivalent,,,100,,20,,,"Needs Translation

Note: 
CE - Willingness to pay depends on if technology led to increase in income
21 - Answered as ""Mayoritas untuk dijual untuk rumah sendiri duku baru ke tetangga.. mayiritas untuk jual"" 
34 - Both b and d ranked as 4th
42 - Answered as ""500 per bulan tambahannya gakbmau bilanh""
Transcribed from Google Forms by BR 20-06-2019 2300",,31406819,0c68318b-adb1-46dc-a3f5-1d1b8ebac8a5,2019-06-30T07:13:46,validation_status_approved,10,,,,,,
